,岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位,工作职位1,公司名称1,专业1,学校1,学校层次1,职位名1,组织名1,项目名称1
8255,412,3,1569,1124,1011,1049,8,0,0,0,2,8867,17,1,0,1441,1089,445,54,12,0,0,3184
8256,412,3,283,431,381,118,3,1,711,2238,1,1240,32,1,0,1421,621,0,0,0,0,0,0
8257,417,4,1203,3053,939,153,8,2,172,1602,0,0,5,0,0,2401,2684,458,711,3,644,1579,0
8258,516,0,0,0,1297,12,11,0,0,0,3,5662,17,11,67,0,0,1297,1141,3,0,0,7381
8259,427,2,2162,1276,383,715,11,0,0,0,2,8122,5,8,0,279,2691,383,715,11,0,0,9775
8260,518,0,0,0,1275,376,11,0,0,0,2,5342,12,6,473,0,0,1275,876,3,0,0,6705
8261,328,0,0,0,1518,548,11,0,0,0,3,10311,37,8,614,0,0,1265,171,10,0,0,11660
8262,342,1,2155,3327,1050,200,3,0,0,0,3,5979,59,5,267,0,0,288,402,10,0,0,2645
8263,516,1,1210,4258,300,624,9,0,0,0,5,1143,11,10,0,0,0,1437,548,11,0,0,534
8264,331,0,0,0,1296,145,3,0,0,0,2,6443,22,6,0,0,0,1296,596,12,0,0,1229
8265,335,0,0,0,1195,590,10,0,0,0,1,9465,12,6,0,0,0,1265,590,10,0,0,0
8266,342,1,1157,3348,579,764,8,0,0,0,1,765,18,4,0,0,0,1188,847,9,0,0,0
8267,328,0,0,0,188,655,11,2,684,1607,3,7914,5,2,0,0,0,1265,655,11,711,651,7690
8268,519,0,0,0,1195,940,12,0,0,0,3,8368,11,14,0,0,0,1297,656,3,0,0,10616
8269,519,0,0,0,1275,400,11,0,0,0,4,5144,8,16,67,0,0,1265,894,11,0,0,12435
8270,517,1,1100,397,1457,510,10,0,0,0,1,6354,13,8,0,0,0,1205,510,10,0,0,0
8271,418,0,0,0,1275,680,10,0,0,0,3,10276,41,6,706,0,0,1189,672,3,0,0,5646
8272,328,1,4,3886,1297,376,11,0,0,0,1,10776,15,19,0,0,0,1297,711,3,0,0,0
8273,406,3,793,393,1296,786,4,0,0,0,3,11585,40,4,0,2148,2745,1,402,10,0,0,11594
8274,418,0,0,0,1,1163,10,0,0,0,4,7796,20,10,0,0,0,122,904,10,0,0,669
8275,332,1,1,1943,1195,680,10,0,0,0,2,9067,17,9,298,0,0,1275,255,3,0,0,9068
8276,427,2,2042,1193,1,841,10,2,701,1767,1,9547,10,14,503,1268,2212,1,256,3,454,635,0
8277,517,1,937,219,1195,909,5,0,0,0,2,7483,8,1,460,0,0,1195,986,3,0,0,12155
8278,516,1,1,3917,1296,733,12,0,0,0,3,8679,11,0,0,0,0,1296,624,9,0,0,243
8279,328,0,0,0,1297,877,12,0,0,0,1,6259,41,19,0,0,0,1297,1156,11,0,0,0
8280,418,0,0,0,1998,1042,8,0,0,0,2,3846,57,5,0,0,0,1189,655,11,0,0,12259
8281,328,2,1868,3985,1195,404,10,0,0,0,0,0,13,19,0,1,1342,1195,404,10,0,0,0
8282,517,0,0,0,1476,1156,11,0,0,0,4,7698,7,22,0,0,0,1244,1156,11,0,0,5682
8283,342,0,0,0,15,604,11,0,0,0,4,2085,12,5,0,0,0,1185,604,11,0,0,838
8284,331,1,924,2880,1205,439,3,0,0,0,3,6254,13,6,191,0,0,1205,445,3,0,0,8763
8285,418,0,0,0,1297,69,8,2,123,2568,3,5375,1,11,716,0,0,1296,991,10,1,2496,10914
8286,519,2,1202,1913,1296,327,9,0,0,0,0,0,12,5,0,1202,1453,1244,514,11,0,0,0
8287,335,0,0,0,266,177,11,0,0,0,1,8102,19,6,0,0,0,1195,408,10,0,0,0
8288,519,1,241,4278,1296,726,3,0,0,0,3,1320,10,4,0,0,0,1296,726,3,0,0,565
8289,418,1,1457,3586,1275,986,3,0,0,0,4,8435,29,7,714,0,0,1189,986,3,0,0,11413
8290,324,0,0,0,1195,447,10,0,0,0,3,5582,16,9,0,0,0,1205,204,3,0,0,2113
8291,519,0,0,0,1741,447,10,0,0,0,2,2587,19,8,0,0,0,1282,447,10,0,0,7540
8292,517,4,1,4354,1,624,9,0,0,0,0,0,2,7,0,1,2374,279,624,9,0,0,0
8293,331,0,0,0,1195,445,3,0,0,0,1,12640,21,3,191,0,0,246,742,10,0,0,0
8294,519,2,1,1456,1649,970,11,0,0,0,3,10915,0,3,0,744,4490,1196,365,11,0,0,2562
8295,516,4,1,4354,1,624,9,0,0,0,0,0,2,7,0,1,2374,279,624,9,0,0,0
8296,519,0,0,0,1296,12,11,0,0,0,3,7054,11,51,0,0,0,0,0,0,0,0,6932
8297,516,1,2312,3106,1296,396,11,0,0,0,3,5057,8,7,0,0,0,1296,904,10,0,0,5419
8298,519,3,1760,4120,1296,624,9,0,0,0,2,7478,5,1,0,1760,2971,1223,394,10,0,0,8686
8299,326,1,1029,1815,1204,1012,8,0,0,0,1,10056,25,11,0,0,0,1297,544,3,0,0,0
8300,331,0,0,0,361,1152,11,1,150,1676,2,849,24,5,0,0,0,1,1152,11,0,0,3915
8301,412,2,1,622,915,26,10,0,0,0,0,0,10,1,0,1198,3043,0,0,0,0,0,0
8302,519,1,661,1155,1296,1091,10,1,483,146,2,1269,32,6,0,0,0,1296,638,3,0,0,6120
8303,342,1,1157,2374,1291,478,10,1,226,1533,2,7498,20,7,0,0,0,0,0,0,0,0,4191
8304,328,1,1371,724,1275,145,3,0,0,0,3,11485,24,11,0,0,0,1189,650,3,0,0,6916
8305,418,0,0,0,1457,637,10,0,0,0,4,1284,32,12,706,0,0,1205,152,3,0,0,3918
8306,517,0,0,0,1225,980,11,2,345,2109,3,9699,17,9,0,0,0,1225,251,3,345,152,9071
8307,324,1,1,3190,714,847,9,0,0,0,6,10101,9,6,451,0,0,1226,847,9,0,0,6750
8308,418,1,1024,3343,1296,604,11,0,0,0,1,1998,12,12,0,0,0,280,270,10,0,0,0
8309,326,0,0,0,1,909,5,0,0,0,2,5635,46,4,0,0,0,1294,980,11,0,0,1479
8310,418,0,0,0,1297,400,11,0,0,0,3,10531,22,2,0,0,0,1285,400,11,0,0,3835
8311,328,0,0,0,408,909,5,1,606,1113,2,12373,17,7,0,0,0,1254,577,11,0,0,518
8312,518,2,249,1865,1275,12,11,0,0,0,1,9174,7,7,0,2502,564,1205,12,11,0,0,0
8313,517,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8314,340,3,664,454,1203,88,8,1,172,104,2,8831,14,6,0,1519,198,0,0,0,0,0,2152
8315,335,0,0,0,155,630,11,0,0,0,2,4106,35,0,53,0,0,1195,630,11,0,0,5664
8316,516,2,1838,1652,1297,514,11,0,0,0,2,4053,19,0,67,241,1779,1195,1021,3,0,0,12979
8317,518,1,1,1043,423,547,10,0,0,0,5,12629,8,3,602,0,0,361,1065,12,0,0,7435
8318,516,1,1393,2597,1296,548,11,0,0,0,3,5594,7,5,0,0,0,1296,581,11,0,0,5030
8319,418,0,0,0,248,1163,10,0,0,0,3,4355,16,20,0,0,0,1205,1166,3,0,0,6801
8320,418,1,1156,2458,243,510,10,0,0,0,2,3601,8,0,0,0,0,1296,1018,3,0,0,3602
8321,342,4,572,3171,1065,425,11,0,0,0,0,0,27,3,0,547,1837,1622,498,10,0,0,0
8322,418,1,1,2968,1297,909,5,0,0,0,1,4064,8,9,0,0,0,1296,991,10,0,0,0
8323,328,0,0,0,1518,1182,8,2,500,2454,3,12362,29,10,610,0,0,1227,306,11,606,2464,4197
8324,418,2,2358,519,1296,12,11,0,0,0,2,8942,21,3,0,1669,3422,1239,604,11,0,0,2146
8325,328,0,0,0,1457,1163,10,0,0,0,5,12717,19,10,0,0,0,1195,1163,10,0,0,7915
8326,519,0,0,0,1275,1163,10,2,1,2357,0,0,15,14,0,0,0,1275,1163,10,1,312,0
8327,418,0,0,0,1277,400,11,0,0,0,0,0,40,0,0,0,0,1279,382,10,0,0,0
8328,418,4,1132,3629,1297,661,8,0,0,0,6,12814,54,2,223,1998,1710,1225,548,11,0,0,11126
8329,516,0,0,0,1296,894,11,0,0,0,2,5223,10,8,423,0,0,1194,894,11,0,0,4357
8330,519,2,1099,1854,1275,471,11,0,0,0,3,998,13,20,661,1918,1723,1189,866,10,0,0,5226
8331,332,0,0,0,484,590,10,0,0,0,2,6672,15,4,0,0,0,1275,1209,3,0,0,6671
8332,328,1,1,2833,1,69,8,1,684,1618,2,3387,6,4,0,0,0,160,69,8,0,0,12484
8333,328,0,0,0,1296,589,12,0,0,0,1,25,25,4,0,0,0,1296,590,10,0,0,0
8334,417,3,1,2893,1765,177,11,0,0,0,0,0,2,9,0,1230,826,548,581,11,0,0,0
8335,418,0,0,0,1195,919,3,0,0,0,4,1912,23,6,747,0,0,1205,1012,8,0,0,10106
8336,418,0,0,0,1296,1156,11,0,0,0,3,12583,6,4,722,0,0,280,644,10,0,0,11121
8337,412,1,1943,624,380,118,3,1,606,455,0,0,6,4,0,0,0,380,118,3,0,0,0
8338,519,0,0,0,470,624,9,0,0,0,2,4259,13,10,0,0,0,1413,855,10,0,0,1514
8339,328,0,0,0,1226,400,11,0,0,0,3,3457,10,7,545,0,0,1227,400,11,0,0,2902
8340,331,0,0,0,1296,408,10,0,0,0,4,86,24,0,0,0,0,0,0,0,0,0,69
8341,519,0,0,0,1296,1163,10,0,0,0,1,720,4,1,479,0,0,1297,322,3,0,0,0
8342,516,1,1839,357,1297,471,11,0,0,0,2,9204,18,9,0,0,0,1297,1163,10,0,0,9771
8343,328,0,0,0,1827,400,11,0,0,0,4,67,14,14,0,0,0,1296,980,11,0,0,1987
8344,519,0,0,0,1296,1163,10,0,0,0,0,0,10,10,0,0,0,280,954,10,0,0,0
8345,519,1,1905,381,1275,400,11,0,0,0,2,8935,15,11,0,0,0,1,400,11,0,0,9688
8346,516,1,1,1801,1296,936,12,0,0,0,2,10292,7,3,0,0,0,1784,820,12,0,0,1513
8347,516,1,2102,2653,1296,212,9,0,0,0,2,11571,5,9,0,0,0,1296,396,11,0,0,12185
8348,418,1,2052,3486,1226,980,11,0,0,0,3,7534,20,11,532,0,0,1226,69,8,0,0,7934
8349,516,2,2312,4368,1195,616,11,0,0,0,3,5118,0,16,681,215,1133,1297,408,10,0,0,11383
8350,328,1,1067,4401,1195,510,10,0,0,0,1,10948,16,4,602,0,0,1195,145,3,0,0,0
8351,328,2,1,707,1275,715,11,0,0,0,1,5998,20,0,0,943,1187,1285,590,10,0,0,0
8352,328,1,712,3471,830,970,11,1,735,1891,0,0,29,2,0,0,0,830,889,12,0,0,0
8353,412,3,957,3108,2003,1106,12,2,1,857,0,0,5,1,0,1203,2702,1,395,3,1,2154,0
8354,516,0,0,0,1296,624,9,0,0,0,1,12770,1,7,0,0,0,1296,396,11,0,0,0
8355,517,2,1802,991,277,624,9,0,0,0,2,12454,8,10,0,1665,672,277,624,9,0,0,5179
8356,328,0,0,0,1195,547,10,0,0,0,2,11899,12,2,0,0,0,1194,447,10,0,0,1891
8357,340,1,1551,1631,331,841,10,2,745,143,3,553,9,8,0,0,0,1294,118,3,123,1673,812
8358,324,0,0,0,1680,909,5,0,0,0,2,8198,9,13,587,0,0,1680,909,5,0,0,9237
8359,412,0,0,0,1545,590,10,0,0,0,5,11683,17,13,280,0,0,1268,216,3,0,0,7761
8360,331,1,924,219,1296,590,10,0,0,0,2,1159,19,3,0,0,0,0,0,0,0,0,706
8361,418,0,0,0,1297,249,10,0,0,0,2,8754,13,7,722,0,0,1297,686,3,0,0,9307
8362,342,2,565,1282,1195,956,10,0,0,0,2,163,29,0,144,2126,1679,1195,738,3,0,0,8800
8363,418,2,2113,2636,218,482,9,0,0,0,0,0,5,0,0,17,70,273,400,11,0,0,0
8364,331,3,924,333,1296,12,11,0,0,0,1,11690,0,13,0,924,4107,1297,404,10,0,0,0
8365,342,1,1043,3910,361,863,3,0,0,0,3,383,18,0,272,0,0,1297,909,5,0,0,2971
8366,519,0,0,0,928,980,11,0,0,0,3,6184,12,8,0,0,0,1198,980,11,0,0,4608
8367,412,1,501,4059,933,764,8,2,1,2335,5,312,11,4,0,0,0,1195,968,8,701,1657,366
8368,331,1,916,1860,1289,1007,10,0,0,0,2,3478,0,8,191,0,0,1285,1007,10,0,0,10781
8369,331,0,0,0,1296,759,10,0,0,0,3,13087,13,4,0,0,0,1296,759,10,0,0,12643
8370,412,1,1264,3382,1289,1163,10,0,0,0,2,2188,26,2,0,0,0,1297,152,3,0,0,7681
8371,418,0,0,0,1275,447,10,2,361,442,2,9925,21,7,0,0,0,1275,447,10,734,1013,1271
8372,324,1,2002,341,1467,916,12,0,0,0,5,12502,12,12,0,0,0,1265,991,10,0,0,11819
8373,517,1,1,2453,1296,177,11,0,0,0,3,6770,11,9,0,0,0,1296,177,11,0,0,2697
8374,516,0,0,0,1348,624,9,0,0,0,3,4311,11,9,0,0,0,280,581,11,0,0,9794
8375,519,0,0,0,1275,1156,11,0,0,0,3,9542,16,3,0,0,0,1275,1156,11,0,0,12517
8376,331,0,0,0,1226,1156,11,0,0,0,1,9349,32,3,0,0,0,1270,3,3,0,0,0
8377,328,1,935,3022,1297,954,10,0,0,0,1,3144,26,9,8,0,0,0,0,0,0,0,0
8378,418,0,0,0,1297,1147,10,0,0,0,2,12911,27,2,220,0,0,1296,442,3,0,0,2923
8379,517,1,241,911,1226,171,10,0,0,0,1,181,22,5,0,0,0,1226,171,10,0,0,0
8380,328,0,0,0,1232,577,11,0,0,0,1,10330,29,4,0,0,0,1254,894,11,0,0,0
8381,516,1,202,3758,1,212,9,0,0,0,1,5473,0,6,0,0,0,1296,145,3,0,0,0
8382,331,0,0,0,1457,894,11,0,0,0,2,8267,21,21,0,0,0,1195,304,3,0,0,3541
8383,516,0,0,0,1296,427,10,2,123,2502,1,12635,4,6,0,0,0,1296,441,10,376,2494,0
8384,412,2,2239,1304,1073,894,11,2,130,1912,3,11616,6,7,0,985,4067,0,0,0,1,2581,9412
8385,418,0,0,0,1195,445,3,0,0,0,0,0,18,0,0,0,0,1198,440,3,0,0,0
8386,518,2,249,1981,249,847,9,0,0,0,2,4989,4,2,0,226,4432,1783,707,12,0,0,1497
8387,412,0,0,0,1029,808,10,3,172,1323,2,8684,12,5,0,0,0,1029,624,9,734,1719,8842
8388,328,0,0,0,1195,909,5,0,0,0,2,8236,11,2,0,0,0,1195,400,11,0,0,9294
8389,412,3,1,3174,1231,900,10,0,0,0,0,0,28,7,0,1,4346,0,0,0,0,0,0
8390,342,2,1159,2380,1296,421,12,0,0,0,1,7012,13,17,0,1,488,1296,425,11,0,0,0
8391,417,5,292,2000,1077,164,8,1,733,2254,1,3546,5,11,0,1523,2049,381,1038,3,0,0,0
8392,328,0,0,0,1518,171,10,0,0,0,3,10373,20,21,0,0,0,1518,314,12,0,0,8499
8393,519,1,249,201,1232,590,10,0,0,0,2,9281,20,11,0,0,0,1232,682,3,0,0,5959
8394,340,1,1519,3606,768,447,10,0,0,0,2,5328,11,1,0,0,0,1183,256,3,0,0,925
8395,519,3,1989,596,1296,498,10,0,0,0,1,11664,0,8,0,241,3347,1296,498,10,0,0,0
8396,328,1,1099,3220,1275,474,10,0,0,0,3,1463,22,13,614,0,0,1189,1062,3,0,0,1560
8397,328,1,2525,1492,1296,616,11,0,0,0,2,7329,12,0,0,0,0,1195,1156,11,0,0,8012
8398,328,0,0,0,1296,909,5,1,346,1885,1,11482,41,4,614,0,0,1248,478,10,0,0,0
8399,412,2,1228,978,1722,381,10,2,358,1341,0,0,3,10,0,894,966,1722,627,12,606,829,0
8400,517,1,1491,696,1232,980,11,1,13,2102,3,5632,13,9,0,0,0,1594,980,11,0,0,3011
8401,430,3,1081,724,390,294,12,0,0,0,0,0,12,6,384,77,2993,384,225,10,0,0,0
8402,418,1,2117,2893,1195,510,10,0,0,0,2,10065,10,4,220,0,0,1203,510,10,0,0,11316
8403,519,2,1994,1909,1296,382,10,0,0,0,5,12516,17,15,477,1994,1423,280,691,3,0,0,45
8404,519,0,0,0,1296,1163,10,0,0,0,2,721,19,13,0,0,0,1296,991,10,0,0,12827
8405,516,0,0,0,1296,1032,10,0,0,0,2,4473,20,6,653,0,0,1297,1032,10,0,0,8674
8406,418,0,0,0,209,590,10,0,0,0,3,1349,47,9,22,0,0,1,686,3,0,0,10273
8407,406,1,1,917,248,909,5,0,0,0,4,10111,5,12,0,0,0,1205,171,10,0,0,4460
8408,519,0,0,0,1270,171,10,0,0,0,3,2830,24,8,0,0,0,1270,171,10,0,0,2681
8409,518,0,0,0,1296,1007,10,0,0,0,4,1458,13,39,645,0,0,1296,1007,10,0,0,2412
8410,518,0,0,0,1204,212,9,0,0,0,0,0,3,2,0,0,0,1297,215,3,0,0,0
8411,418,3,266,1105,1297,212,9,0,0,0,4,12451,17,13,0,2358,1276,1297,408,10,0,0,8154
8412,412,3,1,478,1016,1241,12,1,1,2138,1,12043,6,4,0,1875,2374,1297,991,10,0,0,0
8413,519,2,373,1773,1275,394,10,0,0,0,2,629,0,0,0,1998,74,1275,204,3,0,0,12638
8414,328,0,0,0,1,69,8,0,0,0,0,0,0,0,0,0,0,1937,604,11,0,0,0
8415,519,2,1990,1815,1195,510,10,1,55,1101,1,3840,13,0,0,1,3858,1202,445,3,0,0,0
8416,331,1,1203,866,1205,1163,10,0,0,0,4,4578,27,8,0,0,0,1203,171,10,0,0,11115
8417,519,0,0,0,1195,12,11,0,0,0,3,4336,8,11,449,0,0,1192,12,11,0,0,5108
8418,340,3,2042,2075,1508,764,8,4,424,1498,0,0,7,10,0,1203,461,453,690,3,1,1314,0
8419,517,0,0,0,484,212,9,0,0,0,1,13062,15,5,0,0,0,1189,212,9,0,0,0
8420,516,0,0,0,1195,12,11,0,0,0,3,4203,12,5,0,0,0,1191,12,11,0,0,4124
8421,517,0,0,0,1296,874,12,0,0,0,4,11853,14,14,0,0,0,1899,873,8,0,0,3822
8422,418,1,215,1704,123,1239,12,1,1,2662,1,455,16,0,0,0,0,123,404,10,0,0,0
8423,417,3,1955,2577,522,840,10,2,388,1759,2,9073,8,9,0,1412,2846,538,408,10,588,1889,3596
8424,328,1,1684,1910,1296,866,10,0,0,0,1,9153,8,6,0,0,0,0,0,0,0,0,0
8425,418,0,0,0,1195,404,10,0,0,0,1,6589,57,0,0,0,0,1296,786,4,0,0,0
8426,519,1,1100,1115,155,547,10,0,0,0,3,8403,28,16,0,0,0,143,242,3,0,0,193
8427,418,1,1017,4265,1869,986,3,0,0,0,2,6384,20,5,0,0,0,1297,986,3,0,0,2917
8428,516,0,0,0,1296,909,5,0,0,0,2,3402,8,0,0,0,0,1296,590,10,0,0,4352
8429,418,0,0,0,1296,948,11,0,0,0,1,2233,34,6,0,0,0,1296,948,11,0,0,0
8430,418,0,0,0,1204,1012,8,0,0,0,3,7131,15,6,0,0,0,1275,283,3,0,0,3847
8431,331,1,50,1979,1297,865,10,0,0,0,2,12929,8,5,36,0,0,1194,436,1,0,0,209
8432,328,0,0,0,1457,548,11,0,0,0,2,4874,45,1,614,0,0,282,442,3,0,0,6230
8433,328,0,0,0,209,1147,10,0,0,0,3,11409,43,2,10,0,0,1296,1166,3,0,0,879
8434,517,0,0,0,1195,1156,11,0,0,0,1,2638,17,6,391,0,0,1275,974,3,0,0,0
8435,519,1,2205,1485,1297,630,11,0,0,0,0,0,14,0,0,0,0,524,642,3,0,0,0
8436,519,0,0,0,1296,630,11,0,0,0,2,10900,16,23,0,0,0,1296,270,10,0,0,5506
8437,418,1,2117,1453,1457,212,9,0,0,0,4,7399,18,6,532,0,0,1192,212,9,0,0,2737
8438,412,3,934,1173,385,171,10,0,0,0,2,9236,4,9,0,934,1395,44,200,3,0,0,2575
8439,518,2,2279,3129,1296,567,12,0,0,0,2,2276,5,9,0,2247,1850,1296,548,11,0,0,1081
8440,418,0,0,0,779,212,9,0,0,0,3,10252,38,22,31,0,0,1226,212,9,0,0,3235
8441,519,1,2266,1456,1476,970,11,0,0,0,6,8872,6,8,0,0,0,1205,954,10,0,0,13063
8442,328,0,0,0,1195,980,11,0,0,0,5,2372,27,0,614,0,0,1296,980,11,0,0,11863
8443,332,0,0,0,1743,447,10,0,0,0,3,7295,25,6,291,0,0,1281,447,10,0,0,1967
8444,417,1,1,2151,458,1032,10,4,1,2204,2,7580,4,1,0,0,0,0,0,0,1,1610,9550
8445,519,0,0,0,1275,1182,8,0,0,0,3,7666,7,14,473,0,0,1275,1182,8,0,0,3467
8446,418,0,0,0,1296,590,10,0,0,0,1,6566,2,14,0,0,0,1285,544,3,0,0,0
8447,418,0,0,0,1039,980,11,0,0,0,2,9512,31,0,0,0,0,359,980,11,0,0,8020
8448,328,1,1,1456,1457,376,11,0,0,0,4,11820,7,2,220,0,0,1203,376,11,0,0,3260
8449,518,1,647,3086,1195,396,11,0,0,0,2,11562,7,4,645,0,0,280,215,3,0,0,4139
8450,328,1,567,2891,1296,1224,12,0,0,0,4,3755,7,3,0,0,0,1296,1156,11,0,0,7191
8451,328,1,2128,1470,1,12,11,1,197,56,3,10553,12,2,532,0,0,162,12,11,0,0,36
8452,331,1,2446,4357,1296,548,11,0,0,0,2,3289,28,4,0,0,0,1296,548,11,0,0,7875
8453,328,0,0,0,1296,1198,12,0,0,0,3,8371,9,3,0,0,0,1,474,10,0,0,10018
8454,328,0,0,0,1226,212,9,0,0,0,2,6715,34,9,614,0,0,1226,447,10,0,0,11900
8455,516,3,1391,2671,1195,548,11,0,0,0,0,0,3,2,0,1391,4218,1195,482,9,0,0,0
8456,342,1,1,2086,1275,680,10,2,711,1470,2,3642,7,2,0,0,0,1275,672,3,695,1460,491
8457,418,1,2084,580,745,306,11,0,0,0,2,2338,37,13,0,0,0,1,590,10,0,0,2337
8458,328,0,0,0,1296,212,9,0,0,0,5,12169,6,4,0,0,0,1296,376,11,0,0,11320
8459,519,2,1930,3130,1784,471,11,0,0,0,4,3127,0,0,0,241,2600,0,0,0,0,0,10437
8460,430,3,2432,1815,1568,1057,4,0,0,0,0,0,4,0,0,1942,1647,380,1057,4,0,0,0
8461,418,1,619,1865,1297,491,10,0,0,0,3,9572,40,2,0,0,0,361,491,10,0,0,1820
8462,430,3,1400,800,381,767,12,2,514,1305,2,11842,4,8,0,416,1970,867,872,3,388,2232,7630
8463,328,2,1320,3132,1296,1156,11,0,0,0,0,0,48,0,582,571,1456,1296,1156,11,0,0,0
8464,328,0,0,0,1649,69,8,1,606,112,2,6751,7,8,614,0,0,123,40,10,0,0,7916
8465,328,0,0,0,1275,1182,8,0,0,0,3,10195,17,7,400,0,0,1275,1182,8,0,0,2801
8466,516,1,1,3948,1,482,9,0,0,0,2,5212,5,3,0,0,0,1296,655,11,0,0,5659
8467,406,0,0,0,1187,327,9,0,0,0,3,3616,7,1,115,0,0,1187,69,8,0,0,8243
8468,418,0,0,0,209,177,11,0,0,0,2,2384,21,3,0,0,0,1297,177,11,0,0,492
8469,335,1,1202,3602,262,980,11,0,0,0,1,9395,13,7,0,0,0,78,980,11,0,0,0
8470,418,0,0,0,80,212,9,0,0,0,3,7944,20,6,702,0,0,1275,212,9,0,0,1585
8471,342,3,531,451,1064,434,5,2,636,175,1,9075,14,13,0,2522,1553,361,427,10,13,2592,0
8472,324,0,0,0,1226,400,11,0,0,0,3,7262,30,17,113,0,0,1226,171,10,0,0,7379
8473,406,0,0,0,1286,120,8,0,0,0,6,10275,9,0,151,0,0,1296,120,8,0,0,906
8474,326,0,0,0,1457,547,10,0,0,0,4,3405,64,7,0,0,0,0,0,0,0,0,7168
8475,418,0,0,0,1457,1163,10,0,0,0,3,7602,14,4,704,0,0,1203,1163,10,0,0,434
8476,328,0,0,0,1195,447,10,0,0,0,1,6952,27,20,614,0,0,1275,250,3,0,0,0
8477,430,1,1627,2235,1170,954,10,2,606,1999,2,1977,18,0,372,0,0,0,0,0,606,2006,2758
8478,516,1,1,273,1195,616,11,0,0,0,4,11588,0,6,0,0,0,1239,304,3,0,0,10552
8479,331,2,920,686,1296,865,10,0,0,0,2,270,49,0,0,2409,1774,0,0,0,0,0,9355
8480,328,0,0,0,928,12,11,0,0,0,2,10409,19,15,625,0,0,1198,997,3,0,0,9826
8481,324,1,377,750,1232,581,11,0,0,0,1,5267,25,4,457,0,0,982,581,11,0,0,0
8482,328,0,0,0,1649,427,10,0,0,0,3,5618,35,16,0,0,0,1195,427,10,0,0,12997
8483,328,0,0,0,1296,12,11,0,0,0,1,6285,33,2,603,0,0,1255,325,3,0,0,0
8484,519,1,270,907,1,400,11,0,0,0,3,11537,10,17,0,0,0,1,400,11,0,0,7955
8485,516,1,241,3847,1296,365,11,0,0,0,0,0,0,5,425,0,0,1297,369,12,0,0,0
8486,340,0,0,0,1909,909,5,0,0,0,0,0,12,4,0,0,0,1111,909,5,0,0,0
8487,418,1,20,1456,100,1189,12,2,1,2437,1,8415,39,10,0,0,0,100,1163,10,75,1418,0
8488,519,2,249,1456,748,327,9,0,0,0,2,4089,7,4,67,249,2719,1283,471,11,0,0,4722
8489,412,3,2229,3152,361,1001,1,2,711,2168,1,644,2,6,0,1410,661,1162,539,8,376,2167,0
8490,328,1,2117,1456,1457,510,10,0,0,0,2,12608,14,11,0,0,0,1192,1156,11,0,0,10674
8491,516,2,265,297,1289,919,3,0,0,0,3,11013,0,7,0,1202,2608,1290,1163,10,0,0,818
8492,412,1,982,3158,1737,1035,8,2,465,1190,5,2011,0,6,0,0,0,1031,1223,12,1,1193,2728
8493,519,0,0,0,1289,177,11,0,0,0,2,696,7,14,0,0,0,1,177,11,0,0,10260
8494,418,0,0,0,34,249,10,2,1,621,0,0,39,12,0,0,0,1285,249,10,1,15,0
8495,418,0,0,0,1296,919,3,0,0,0,2,3658,22,13,0,0,0,1290,809,3,0,0,4926
8496,326,1,249,2721,1,909,5,0,0,0,2,1624,4,0,0,0,0,1296,1012,8,0,0,8969
8497,518,0,0,0,1189,680,10,0,0,0,3,8567,10,4,652,0,0,1189,672,3,0,0,8568
8498,328,2,1,3723,248,847,9,0,0,0,0,0,4,20,0,1,1980,143,581,11,0,0,0
8499,347,0,0,0,1894,547,10,0,0,0,4,1964,28,17,0,0,0,1229,547,10,0,0,1845
8500,430,1,42,724,384,630,11,3,137,1397,0,0,9,5,373,0,0,0,0,0,137,1402,0
8501,326,1,1,136,1459,1163,10,0,0,0,2,7144,18,8,0,0,0,1640,498,10,0,0,7185
8502,516,0,0,0,1275,847,9,0,0,0,2,8062,9,6,0,0,0,1275,1012,8,0,0,5317
8503,418,0,0,0,276,1074,12,0,0,0,1,6387,19,9,0,0,0,51,12,11,0,0,0
8504,418,0,0,0,1297,670,10,0,0,0,0,0,49,7,747,0,0,0,0,0,0,0,0
8505,328,0,0,0,1285,270,10,0,0,0,2,12004,0,0,0,0,0,0,0,0,0,0,220
8506,516,0,0,0,1296,1012,8,0,0,0,3,11533,4,5,0,0,0,1296,1012,8,0,0,7365
8507,418,0,0,0,1518,149,12,2,293,307,2,13053,24,10,722,0,0,1518,69,8,376,1513,2803
8508,332,1,249,1047,1195,171,10,0,0,0,3,8806,30,0,0,0,0,1195,321,3,0,0,10871
8509,417,3,2010,2942,558,306,11,3,790,1740,0,0,7,17,0,488,3035,430,686,3,711,2237,0
8510,328,2,2108,2659,1254,847,9,0,0,0,1,8,17,9,614,2108,2888,1254,847,9,0,0,0
8511,519,0,0,0,1,335,12,3,1,737,5,8917,14,9,0,0,0,1,327,9,1,740,7223
8512,331,1,1,694,416,841,10,0,0,0,3,2386,18,13,0,0,0,0,0,0,0,0,1503
8513,516,0,0,0,1296,919,3,0,0,0,3,5190,0,0,0,0,0,1205,655,11,0,0,11564
8514,517,0,0,0,1296,249,10,0,0,0,2,12983,9,9,0,0,0,1784,249,10,0,0,12474
