岗位ID,工作经历数量,工作职位,公司名称,专业,学校,学校层次,社会经历数量,职位名,组织名,项目数量,项目名称,技能数量,荣誉数量,期望职位
340,1,[1901],[4432],[815 1243],[518 300],[12 18],0,[],[],2,[7484 1291],11,1,[]
519,3,[2451 287 658],[723 4090 407],[1357 1357],[573 573],[12 24],0,[],[],1,[16348],0,8,[]
328,1,[1366],[3949],[1336 1248],[544 1209],[12 18],0,[],[],3,[2054 2201 5702],22,13,[624]
328,1,[3066],[1843],[1357 1255],[708 1314],[13 12 26 11],0,[],[],2,[10318 11272],12,0,[]
328,0,[],[],[1357 1309],[1046 549],[5 13 12 24],1,[411],[2219],1,[16069],41,4,[624]
412,2,[1524 1103],[1196 1182],[1822 1822],[442 719],[12 14],2,[422 709],[1581 989],0,[],3,10,[]
517,1,[1860],[849],[1293 1680],[1119 1119],[13 12 26 11],1,[20],[2468],3,[7931 4243 3994],13,9,[]
430,3,[1346 83 1406],[882 3672 1386],[409 401],[339 263],[0 24],0,[],[],0,[],12,6,[390]
418,1,[2613],[3598],[1255 1263],[587 587],[12 24],0,[],[],2,[14097 15844],10,4,[244]
519,2,[2457 2457],[2350 1759],[1357 294],[445 794],[12 18],0,[],[],5,[17548 58 12991 3968 15824],17,15,[481]
519,0,[],[],[1357 1357],[1321 1130],[12 24],0,[],[],2,[1005 17979],19,13,[]
516,0,[],[],[1357 1358],[1179 1179],[12 24],0,[],[],2,[6286 12161],20,6,[661]
418,0,[],[],[219 0],[679 790],[12 18],0,[],[],3,[1893 14396 8353],47,9,[21]
406,1,[0],[1121],[263 1265],[1046 203],[5 13 12 24],0,[],[],4,[14161 6268 9147 8452],5,12,[]
519,0,[],[],[1331 1331],[203 203],[12 24],0,[],[],3,[3973 3765 3943],24,8,[]
518,0,[],[],[1357 1357],[1149 1149],[12 24],0,[],[],4,[2047 3401 3302 4127],13,39,[665]
518,0,[],[],[1264 1358],[250 252],[8 5 13 12 18],0,[],[],0,[],3,2,[]
418,3,[315 2874 2874],[1345 1574 3171],[1358 1358],[250 475],[8 5 13 12 24],0,[],[],4,[17449 11464 12165 1638],17,13,[]
412,3,[0 2322 1555],[582 3070 4068],[1065 1358],[1405 1130],[0 24],1,[0],[2513],1,[16888],6,4,[]
519,2,[449 2463],[2190 87],[1336 1336],[457 239],[12 18],0,[],[],2,[870 17711],0,0,[]
328,0,[],[],[0 2054],[80 696],[7 26 11],0,[],[],0,[],0,0,[]
519,2,[2456 0],[2241 4754],[1255 1262],[587 514],[12 18],1,[62],[1299],1,[5426],13,0,[]
331,1,[1491],[1060],[1265 1263],[1321 203],[12 24],0,[],[],4,[6439 15546 9084 9069],27,8,[]
519,0,[],[],[1255 1252],[21 21],[13 12 26 11],0,[],[],3,[6089 7179 6732],8,11,[457]
340,3,[2513 1491 2170],[2559 560 4515],[1582 476],[884 793],[7 18],4,[494 0 458 458],[1776 1552 1778 1539],0,[],7,10,[]
517,0,[],[],[511 1248],[250 250],[8 5 13 12 23 5 13 11],0,[],[],1,[18327],15,5,[]
516,0,[],[],[1255 1250],[21 21],[13 12 26 11],0,[],[],3,[5913 5807 7380],12,5,[]
517,0,[],[],[1357 2012 282],[1001 1002 717],[0 22 23 5 13 11],0,[],[],4,[16612 5393 13322 6900],14,14,[]
418,1,[255],[2107],[143 143 1357],[1403 468 300],[0 25 18],1,[0],[3129],1,[619],16,0,[]
417,3,[2415 1752 1947],[3170 3495 3062],[550 567],[966 475],[12 24],2,[458 685],[2078 2223],2,[12725 5065],8,9,[]
328,1,[2089],[2351],[1357],[992],[11],0,[],[],1,[12839],8,6,[]
418,0,[],[],[1255 1357 1358],[468 907 737],[12 20 7 24],0,[],[],1,[9264],57,0,[]
519,1,[1368],[1357],[171 151 0 0],[631 286 626 631],[12 19 27 24],0,[],[],3,[11799 276 4108],28,16,[]
418,1,[1274],[5245],[1979 1358 1357],[1125 1125 1124],[4 19 14],0,[],[],2,[8986 4112],20,5,[]
516,0,[],[],[1357 1357],[1046 679],[5 13 12 24],0,[],[],2,[4799 6114],8,0,[]
418,0,[],[],[1357 1357],[1081 1081],[13 12 26 11],0,[],[],1,[3138],34,6,[]
418,0,[],[],[1264 1336],[1155 327],[7 18],0,[],[],3,[10046 5439 17479],15,6,[]
331,1,[54],[2439],[1358 1254],[991 501],[12 15],0,[],[],2,[18133 297],8,5,[41]
328,0,[],[],[1538 296],[638 510],[13 12 18],0,[],[],2,[6851 8791],45,1,[624]
328,0,[],[],[219 1357],[1301 1322],[12 18],0,[],[],3,[15965 1224 1257],43,2,[8]
517,0,[],[],[1255 1336],[1314 1111],[13 12 18],0,[],[],1,[3701],17,6,[398]
519,1,[2700],[1837],[1358 552],[726 735],[13 12 18],0,[],[],0,[],14,0,[]
519,0,[],[],[1357 1357],[726 314],[13 12 24],0,[],[],2,[15255 7744],16,23,[]
418,1,[2613],[1875],[1538 1252],[250 250],[8 5 13 12 23 5 13 11],0,[],[],4,[10416 3831 1984 2408],18,6,[550 185]
412,3,[1153 1153 100],[1423 1713 125],[402 44],[203 233],[12 18],0,[],[],2,[12946 3614],4,9,[]
518,2,[2786 2752],[3838 2283],[1357 1357 1357],[653 638 638],[0 26 12 26 11],0,[],[],2,[3194 1516],5,9,[]
418,0,[],[],[820 1287],[250 250],[8 5 13 12 23 5 13 11],0,[],[],3,[14364 4558 5308],38,22,[30]
519,1,[2778],[1821],[1551 1265],[1109 1087],[13 12 24],0,[],[],6,[12430 18328 10222 14637 11479 4516],6,8,[]
328,0,[],[],[1255 1357],[1119 1119],[13 12 26 11],0,[],[],5,[3348 16629 17153 5659 4765],27,0,[624]
332,0,[],[],[1844 1342],[518 518],[12 24],0,[],[],3,[10276 2755 15186],25,6,[295]
417,1,[0],[2649],[481],[1179],[11],4,[0 0 0 601],[2602 1908 2599 2597],2,[10661 13400],4,1,[]
519,0,[],[],[1336 1336],[1342 1342],[7 21],0,[],[],3,[10786 4883 15994],7,14,[480]
418,0,[],[],[1357 1346],[679 628],[12 18],0,[],[],1,[9234],2,14,[]
418,0,[],[],[1091 376],[1119 1119],[13 12 26 11],0,[],[],2,[13346 11284],31,0,[]
328,1,[0],[1821],[1538 1263],[439 439],[13 12 26 11],0,[],[],4,[16570 4602 11610 3309],7,2,[244]
518,1,[791],[3788],[1255 294],[461 252],[13 12 18],0,[],[],2,[16174 5827],7,4,[665]
328,1,[695],[3549],[1357 1357 1357],[1388 1314 1314],[0 26 12 26 11],0,[],[],4,[5288 10122 5285 10122],7,3,[]
328,1,[2617],[1822],[0 172],[21 21],[13 12 26 11],1,[235],[62],3,[14776 44 3576],12,2,[550]
331,1,[2978],[5372],[1357 1357],[638 638],[13 12 26 11],0,[],[],2,[4645 11088],28,4,[]
328,0,[],[],[1357 0],[1357 544],[0 24],0,[],[],3,[11757 14043 11768],9,3,[]
328,0,[],[],[1287 1287],[250 518],[8 5 13 12 24],0,[],[],2,[9441 16687],34,9,[624]
516,3,[1723 1723 1638],[3269 5184 5311],[1255 1255],[638 559],[13 12 23 5 13 11],0,[],[],0,[],3,2,[]
342,1,[0],[2571],[1336 1336],[784 774],[12 18],2,[826 803],[1737 1728],2,[5136 663],7,2,[]
418,1,[2574],[706],[783 0],[352 679],[13 12 24],0,[],[],2,[3289 3290],37,13,[]
328,0,[],[],[1357 1357],[250 439],[8 5 13 12 26 11],0,[],[],5,[17069 15847 11173 14914 8564],6,4,[]
519,2,[2387 287],[3839 3194],[1890],[542],[13 11],0,[],[],4,[4406 14611 7666 1659],0,0,[]
430,3,[2960 2402 208],[2241 2033 4544],[1653 397],[1204 1204],[5 7 20 6],0,[],[],0,[],4,0,[]
418,1,[761],[2300],[1358 378],[563 563],[12 24],0,[],[],3,[13432 2568 12224],40,2,[]
430,3,[1736 496 2043],[972 2423 5242],[398 913],[883 999],[0 18],2,[593 458],[1541 2621],2,[16598 10734],4,8,[]
328,2,[1634 699],[3842 1821],[1357 1357],[1314 1314],[13 12 26 11],0,[],[],0,[],48,0,[590]
328,0,[],[],[1743 143],[80 45],[7 24],1,[709],[133],2,[9496 11150],7,8,[624]
328,0,[],[],[1336 1336],[1342 1342],[7 21],0,[],[],3,[14280 3927 11880],17,7,[406]
516,1,[0],[4865],[0 1357],[559 750],[8 5 13 12 26 11],0,[],[],2,[7310 7972],5,3,[]
406,0,[],[],[1246 1246],[382 80],[8 5 13 12 21],0,[],[],3,[5099 11586 16794],7,1,[117]
418,0,[],[],[219 1358],[213 213],[13 12 26 11],0,[],[],2,[3363 667],21,3,[]
335,1,[1539],[4428],[275 81],[1119 1119],[13 12 26 11],0,[],[],1,[13170],13,7,[]
418,0,[],[],[84 1336],[250 250],[8 5 13 12 23 5 13 11],0,[],[],3,[11185 2236 10419],20,6,[711]
342,3,[651 3061 655],[546 1916 2767],[1118 378],[503 495],[5 13 12 24],2,[732 20],[206 3044],1,[12728],14,13,[]
324,0,[],[],[1287 1287],[465 203],[13 12 24],0,[],[],3,[10232 10386 16341],30,17,[114]
406,0,[],[],[1347 1357],[147 147],[7 21],0,[],[],6,[14398 1260 4538 15041 17771 17489],9,0,[154]
326,0,[],[],[1538],[631],[11],0,[],[],4,[4803 10101 13181 17420],64,7,[]
418,0,[],[],[1538 1263],[1321 1321],[12 24],0,[],[],3,[10693 589 15425],14,4,[718]
328,0,[],[],[1255 1336],[518 294],[12 18],0,[],[],1,[9772],27,20,[624]
430,1,[2016],[2757],[1229],[1087],[11],2,[709 709],[2348 2355],2,[2769 3859],18,0,[382]
516,1,[0],[342],[1255 1300],[708 350],[13 12 18],0,[],[],4,[16206 14774 17765 979],0,6,[]
331,2,[1132 2927],[845 2191],[1357],[991],[11],0,[],[],2,[385 13128],49,0,[]
328,0,[],[],[978 1258],[21 1138],[13 12 18],0,[],[],2,[14577 13786],19,15,[633]
324,1,[454],[908],[1293 1034],[670 670],[13 12 26 11],0,[],[],1,[7390],25,4,[464]
328,0,[],[],[1743 1255],[495 495],[12 24],0,[],[],3,[7909 18232 9498],35,16,[]
328,0,[],[],[1357 1316],[21 373],[13 12 18],0,[],[],1,[8862],33,2,[609]
519,1,[314],[1109],[0 0],[465 465],[13 12 26 11],0,[],[],3,[16139 11198 921],10,17,[]
516,1,[287],[4743],[1357 1358],[427 425],[13 12 14],0,[],[],0,[],0,5,[430]
340,0,[],[],[2026 1166],[1046 1046],[5 13 12 20 13 11],0,[],[],0,[],12,4,[]
418,1,[19],[1821],[107 107 258],[1348 1321 737],[0 25 24],2,[0 88],[2868 1678],1,[11815],39,10,[]
519,2,[308 308],[1821 3335],[786 1344],[382 542],[8 5 13 12 26 11],0,[],[],2,[5757 6643],7,4,[88]
412,3,[2729 1750 1911],[3866 806 3733],[378 1220],[1142 623],[1 21],2,[826 449],[2546 2545],1,[897],2,6,[]
328,1,[2613],[1821],[1538 1252],[587 1314],[12 26 11],0,[],[],2,[17673 14939],14,11,[]
516,2,[309 1539],[412 3201],[1350 1351],[1063 1321],[4 24],0,[],[],3,[15406 1135 7105],0,7,[]
412,1,[1221],[3873],[1839 1082 1325],[1182 1387 666],[7 27 26 11],2,[539 0],[1400 1403],5,[2814 3821 12834 12730 12080],0,6,[]
519,0,[],[],[1350 0 1355],[213 213 213],[13 12 26 12 26 11],0,[],[],2,[967 14375],7,14,[]
418,0,[],[],[33 1346],[293 293],[12 24],2,[0 0],[733 13],0,[],39,12,[]
418,0,[],[],[1357 1351],[1063 932],[4 18],0,[],[],2,[5157 6925],22,13,[]
326,1,[308],[3337],[0 1357],[1046 1155],[5 13 12 21],0,[],[],2,[2291 12565],4,0,[]
518,0,[],[],[1248 1248],[784 774],[12 18],0,[],[],3,[12018 12019 1040],10,4,[659]
328,2,[0 0],[4626 2459],[263 151 1471],[978 670 670],[8 5 13 12 26 12 26 11],0,[],[],0,[],4,20,[]
347,0,[],[],[2005 1290],[631 631],[12 24],0,[],[],4,[2751 2600 16031 5120],28,17,[]
430,1,[42],[882],[401],[726],[13 11],3,[164 164 191],[1651 1658 1652],0,[],9,5,[378]
326,1,[0],[226],[1530 1732],[1321 573],[12 24],0,[],[],2,[10056 10113],18,8,[]
516,0,[],[],[1336 1336 1336],[978 1155 978],[8 5 13 12 22 23 5 13 11],0,[],[],2,[11335 7465],9,6,[]
418,0,[],[],[289 51 1357],[1223 21 321],[0 26 12 24],0,[],[],1,[8994],19,9,[]
418,0,[],[],[1358],[771],[11],0,[],[],0,[],49,7,[758]
328,0,[],[],[1346],[314],[11],0,[],[],2,[16834 310],0,0,[]
516,0,[],[],[1357 1357],[1155 1155],[7 21],0,[],[],3,[16134 10363 17660],4,5,[]
418,0,[],[],[1596 1596 1326],[176 80 1245],[0 22 24],2,[353 449],[368 1813],2,[18316 3931],24,10,[737]
332,1,[308],[1281],[1255 1255],[203 368],[12 18],0,[],[],3,[12339 15216 4998],30,0,[]
417,3,[2476 588 1266],[3602 3723 2545],[593 452],[352 790],[13 12 18],3,[916 826 0],[2055 2628 1770],0,[],7,17,[]
328,2,[2622 2622],[3257 3547],[1315 1315],[978 978],[8 5 13 12 23 5 13 11],0,[],[],1,[11],17,9,[624]
519,0,[],[],[0 0 1658],[383 382 382],[0 23 5 13 12 23 5 13 11],3,[0 0 449],[874 876 877],5,[12490 10167 11006 13210 13198],14,9,[]
331,1,[0],[844],[437],[967],[11],0,[],[],3,[3365 2113 4684],18,13,[]
516,0,[],[],[1357 1265],[1063 750],[4 26 11],0,[],[],3,[7283 16177 6159],0,0,[]
517,0,[],[],[1357 1890],[293 293],[12 24],0,[],[],2,[18210 17478],9,9,[]
519,1,[287],[209],[166 0 2053],[587 587 726],[12 25 26 11],0,[],[],0,[],9,16,[88]
340,3,[1896 1896 133],[1568 3560 3560],[483],[1095],[13 11],3,[86 859 859],[1288 281 1288],2,[15095 2271],8,7,[]
412,3,[387 0 720],[785 1231 1427],[1324],[1038],[11],3,[709 709 0],[2296 2287 2297],3,[13280 382 13811],5,25,[]
342,1,[0],[412],[1357 1351],[1032 307],[12 18],0,[],[],2,[2074 1668],21,10,[]
519,1,[3037],[999],[1264 1248],[492 992],[13 12 24],0,[],[],4,[10094 8224 14865 10016],0,5,[]
418,0,[],[],[1255 1255],[171 785],[4 18],0,[],[],1,[3006],41,7,[718]
412,0,[],[],[1265],[750],[13 11],0,[],[],1,[10489],16,0,[410]
328,0,[],[],[1287 1286],[495 1138],[12 18],0,[],[],3,[10443 13524 14828],14,13,[]
418,0,[],[],[1357 378],[1314 1306],[13 12 26 11],3,[282 368 368],[2942 2954 2847],2,[1012 527],22,10,[]
406,0,[],[],[1622 375],[250 213],[8 5 13 12 26 11],2,[0 0],[2045 1809],2,[7421 16316],6,7,[]
418,2,[1287 1287],[613 3194],[1033 1331],[634 730],[0 24],0,[],[],1,[5631],45,14,[558]
418,0,[],[],[1357 293],[1301 1293],[12 18],2,[0 0],[2774 2669],3,[943 7923 6191],7,7,[]
418,1,[0],[3538],[1357 367],[514 514],[4 18],0,[],[],2,[937 289],18,4,[741]
418,0,[],[],[1252 1254],[21 1301],[13 12 24],0,[],[],1,[17061],59,4,[30]
519,2,[287 668],[2210 5092],[631 290],[1195 1314],[7 26 11],0,[],[],4,[512 1520 14388 1717],19,0,[]
417,4,[1491 160 565 1491],[947 2654 3474 969],[2107 471],[911 726],[5 7 26 11],2,[845 88],[1860 1657],0,[],7,2,[]
328,0,[],[],[1358 953],[1046 670],[5 13 12 26 11],0,[],[],3,[5543 1142 16446],18,0,[]
347,2,[61 1970],[458 3179],[0 1373],[457 628],[12 18],2,[116 586],[2987 1638],0,[],5,9,[359]
516,0,[],[],[],[],[],0,[],[],0,[],0,0,[]
516,1,[308],[2020],[1357 1358],[1063 726],[4 26 11],0,[],[],2,[7740 16512],2,9,[]
418,0,[],[],[1743 1346],[293 293],[12 24],0,[],[],4,[5027 17393 3956 1319],5,16,[550]
519,1,[287],[3596],[1350 1358],[978 1321],[8 5 13 12 24],0,[],[],2,[7233 16482],6,7,[]
418,0,[],[],[1265 1265],[21 21],[13 12 26 11],0,[],[],4,[2666 7888 16811 17538],26,12,[232]
418,1,[2874],[2717],[1357 1357],[204 363],[4 18],0,[],[],2,[4155 4154],42,4,[232]
418,1,[1303],[3827],[263 1255],[978 591],[8 5 13 12 26 11],0,[],[],2,[16053 4267],57,7,[]
328,0,[],[],[788],[679],[11],0,[],[],4,[5548 5554 5546 5547],20,0,[296]
406,1,[2603],[3565],[],[],[],0,[],[],2,[12475 9711],2,8,[550]
342,3,[1437 673 651],[3598 3598 1220],[291 290],[403 1],[13 12 18],0,[],[],5,[15922 15122 4537 15829 4753],40,7,[]
519,0,[],[],[1358 1358],[1342 1342],[7 21],0,[],[],4,[8100 6360 7755 7618],15,5,[]
418,0,[],[],[263 1254],[1301 120],[12 18],0,[],[],2,[11267 2975],19,8,[713]
340,1,[1915],[3],[356 371],[587 587],[12 24],0,[],[],0,[],8,2,[]
418,2,[2139 2597],[1821 3392],[0],[1321],[11],0,[],[],2,[11431 10288],0,1,[]
519,0,[],[],[1255 1336],[696 696],[13 12 26 11],0,[],[],2,[13059 3283],6,9,[665]
342,0,[],[],[1357 1358],[468 331],[12 18],0,[],[],2,[559 9672],38,4,[347]
519,1,[2478],[4728],[1357 0],[382 1321],[8 5 13 12 24],0,[],[],1,[10636],11,5,[]
418,0,[],[],[1357 1358],[1301 1301],[12 24],0,[],[],3,[4396 2839 2095],18,6,[]
412,4,[1402 343 906 202],[4910 2698 4910 4694],[338 687 334],[803 53 1199],[7 27 21],0,[],[],3,[10177 3909 10816],3,2,[]
324,1,[2055],[3070],[715 1285],[465 465],[13 12 26 11],0,[],[],2,[11536 14606],15,7,[464]
517,0,[],[],[263 1265],[457 1138],[12 18],0,[],[],0,[],28,8,[]
518,0,[],[],[384],[641],[6],0,[],[],0,[],0,0,[346]
418,0,[],[],[1255 0],[514 514],[4 18],0,[],[],3,[13654 3548 8305],22,12,[]
418,0,[],[],[1357 1358],[1301 1301],[12 24],1,[458],[2798],3,[8231 9905 2311],1,10,[]
516,1,[2275],[367],[1357 1358],[461 461],[13 12 26 11],0,[],[],2,[5057 18003],0,3,[]
418,0,[],[],[1357 1357],[1314 1314],[13 12 26 11],0,[],[],3,[14283 15554 1562],11,7,[737]
328,0,[],[],[1890],[784],[11],0,[],[],1,[17050],22,16,[]
517,1,[308],[891],[293 294],[250 1130],[8 5 13 12 24],1,[0],[1784],2,[5127 7322],8,16,[]
519,0,[],[],[1336 1336],[544 497],[12 18],0,[],[],1,[2410],19,6,[]
418,0,[],[],[171 1346],[750 784],[13 12 24],0,[],[],1,[11409],16,2,[737]
430,2,[491 2539],[276 3515],[576],[1373],[11],1,[0],[2989],0,[],4,9,[374]
418,0,[],[],[1265 1263],[1321 1321],[12 24],0,[],[],2,[1639 17466],18,2,[]
328,0,[],[],[1255 171],[21 21],[13 12 26 11],0,[],[],5,[16695 14510 17120 17121 7477],15,4,[]
328,2,[193 193],[4126 4681],[1287 1286],[631 1162],[12 24],0,[],[],2,[15284 8884],16,9,[624]
517,0,[],[],[581 581 1255],[1330 1321 83],[0 25 21],0,[],[],2,[8017 8911],16,6,[]
418,1,[0],[1875],[1890 1357],[503 503],[5 13 12 20 13 11],0,[],[],4,[15905 13899 11581 7879],6,0,[]
417,1,[710],[1574],[356 378],[750 679],[13 12 24],0,[],[],3,[3555 2099 9823],19,17,[]
516,2,[1723 287],[2940 4751],[1255 1265],[587 587],[12 24],0,[],[],2,[4547 13515],22,5,[]
519,1,[809],[3818],[1538 1252],[439 439],[13 12 26 11],0,[],[],4,[10403 12062 2491 15053],6,9,[81]
418,1,[755],[3070],[1336 1343],[1342 1314],[7 26 11],0,[],[],3,[1305 5932 3311],3,9,[]
326,1,[278],[3219],[171 1786],[80 1314],[7 26 11],0,[],[],1,[14101],15,6,[88]
418,1,[3078],[4801],[1357 294],[1087 1087],[12 24],0,[],[],2,[17593 3837],15,3,[232]
418,1,[1296],[5428],[218 956 0],[587 261 587],[12 19 24],0,[],[],1,[531],31,6,[]
328,1,[916],[3143],[444 1309],[213 319],[13 12 18],2,[0 0],[1306 2042],1,[16891],18,3,[]
328,1,[2622],[2876],[263 1336],[1046 679],[5 13 12 24],0,[],[],3,[991 992 4903],11,7,[525]
417,3,[1008 137 617],[468 5176 771],[561 564],[1301 1301],[12 24],0,[],[],2,[15434 13421],4,7,[522]
418,0,[],[],[1357 0],[931 1174],[12 14],0,[],[],0,[],74,23,[]
328,0,[],[],[1538 1255],[495 509],[12 24],0,[],[],2,[14230 6374],24,8,[]
518,0,[],[],[103 1260],[250 250],[8 5 13 12 23 5 13 11],0,[],[],3,[8808 4307 7698],11,11,[74]
328,0,[],[],[1357 1263],[21 1125],[13 12 18],0,[],[],4,[17353 9743 12712 13492],6,14,[]
412,6,[485 1103 1504 1500 1507 628],[5158 4648 5157 4578 290 1750],[1161 574 0],[1190 427 243],[7 26 12 14],4,[685 685 685 128],[955 2505 960 3108],0,[],0,5,[]
342,3,[2732 645 673],[5459 4626 347],[631 677],[660 861],[7 21],0,[],[],3,[18152 16889 2121],19,0,[]
519,2,[2460 2460],[5385 4214],[1287 1287 1299],[979 978 978],[0 23 5 13 12 23 5 13 11],0,[],[],2,[2885 3190],3,9,[]
517,0,[],[],[771 1194 1286],[439 1314 1314],[13 12 26 12 26 11],3,[576 769 576],[353 1322 152],4,[6742 15015 10060 8048],34,26,[]
516,0,[],[],[1357 1358],[542 542],[13 12 26 11],0,[],[],4,[12891 431 12892 430],2,10,[]
417,3,[2412 1209 965],[2940 4757 1744],[1066 398],[1195 427],[7 26 11],2,[736 0],[962 965],0,[],6,4,[]
519,0,[],[],[1357 2053],[518 518],[12 24],0,[],[],2,[15997 15725],12,4,[]
331,0,[],[],[1255 1336 0 0],[21 21 23 21],[13 12 26 12 27 26 11],0,[],[],3,[12037 3049 3050],29,8,[198]
519,1,[287],[903],[1538 1263],[439 439],[13 12 26 11],0,[],[],3,[2504 5981 14243],8,7,[]
328,0,[],[],[1357 1357],[80 1321],[7 24],1,[0],[3136],2,[4636 2712],7,13,[]
519,1,[808],[2312],[881 1336],[542 542],[13 12 26 11],0,[],[],2,[5886 5060],7,10,[]
519,2,[2775 2917],[1857 81],[1259 0],[696 1050],[13 12 14],0,[],[],4,[3595 3293 15951 10745],9,0,[]
331,0,[],[],[1357 1357],[468 928],[12 18],0,[],[],2,[10361 7716],23,6,[38]
519,0,[],[],[0 0],[1319 1321],[0 24],0,[],[],9,[10355 3061 18214 6722 18219 9870 15360 10373 12233],27,6,[]
328,0,[],[],[1358 1353],[1130 822],[12 26 11],0,[],[],3,[1533 8843 9116],15,11,[]
519,0,[],[],[1357 1357],[708 1306],[13 12 26 11],0,[],[],5,[4694 6890 8309 12325 6603],3,22,[484]
517,0,[],[],[1357 1357],[1321 1321],[12 24],0,[],[],3,[13678 7275 6136],22,3,[78]
418,1,[759],[1216],[1358],[233],[3],0,[],[],1,[1793],24,0,[]
328,1,[2139],[1821],[1357 1244],[439 670],[13 12 26 11],0,[],[],1,[1212],29,3,[]
430,2,[492 1997],[3616 762],[397 912 401],[1088 691 691],[12 25 24],0,[],[],2,[13364 951],8,5,[445]
430,1,[1492],[1631],[384],[1087],[11],3,[0 458 709],[2352 2351 903],0,[],4,8,[]
412,0,[],[],[1315 1315 1095],[560 563 971],[0 25 18],1,[434],[1464],3,[9613 10844 14884],11,10,[]
519,2,[0 660],[4017 275],[799 799],[750 787],[13 12 18],0,[],[],2,[7049 9569],18,3,[]
519,0,[],[],[1357 1357],[518 815],[12 18],0,[],[],2,[17582 6243],2,5,[169]
418,0,[],[],[2053 1890],[1130 1130],[12 24],2,[356 0],[2515 2530],2,[9986 10147],49,15,[]
517,0,[],[],[171 1346],[1046 784],[5 13 12 24],0,[],[],3,[965 4670 3550],7,11,[]
519,1,[2451],[2190],[1538 1255],[750 750],[13 12 26 11],0,[],[],2,[6100 6824],3,5,[]
517,0,[],[],[294 294 291 294 663 663 663],[638 492 492 638 638 638 242],[13 12 26 12 26 12 26 12 26 12 26 12 14],0,[],[],3,[10469 2215 6443],11,15,[]
518,0,[],[],[1664 0 1890],[250 250 252],[8 5 13 12 23 5 13 12 18],1,[736],[708],3,[15069 7209 6068],8,12,[88]
418,0,[],[],[0 0],[1321 1321],[12 24],0,[],[],5,[10061 13901 1265 1463 11241],1,11,[737]
519,0,[],[],[1264 1265],[1071 634],[0 14],0,[],[],4,[14859 2050 14861 6462],0,9,[]
418,0,[],[],[1358 1358],[83 83],[7 21],4,[631 631 161 826],[2819 2813 3056 2822],2,[5980 9917],37,18,[741]
328,1,[2141],[1821],[1596 1286],[1321 1324],[12 18],0,[],[],2,[8838 2486],24,21,[590]
418,0,[],[],[1357 1357],[1321 300],[12 18],1,[710],[755],3,[1234 6873 155],29,6,[577]
328,2,[287 1118],[1653 3444],[1258 0 0 1358],[542 542 726 1378],[13 12 26 12 26 12 14],0,[],[],2,[13410 8583],30,8,[]
324,0,[],[],[1287 1288],[638 638],[13 12 26 11],0,[],[],2,[13451 16012],18,10,[284]
342,1,[2613],[1821],[1350 1355],[80 352],[7 26 11],0,[],[],2,[5848 14044],20,4,[]
519,2,[0 0],[1821 5166],[0 1354],[1046 1321],[5 13 12 24],0,[],[],3,[15011 6342 17137],3,11,[]
518,1,[287],[1763],[1358 1786],[1046 787],[5 13 12 18],0,[],[],2,[3371 13102],10,8,[]
519,2,[287 2766],[2082 3194],[1357 1336],[1342 1342],[7 21],0,[],[],0,[],5,17,[]
328,0,[],[],[437 1890],[518 518],[12 24],0,[],[],3,[5184 9637 12170],12,6,[625]
519,0,[],[],[1357 1286],[1301 1337],[12 18],0,[],[],5,[11798 12516 400 2896 3129],15,14,[]
412,3,[1152 1813 0],[1075 5200 3330],[356 378],[1364 467],[12 24],0,[],[],2,[15820 15838],12,2,[]
418,0,[],[],[1255 0],[542 670],[13 12 26 11],0,[],[],3,[543 1646 9997],21,15,[]
418,1,[2777],[1821],[1358 1358],[83 1337],[7 18],0,[],[],3,[6399 5808 5420],30,8,[]
328,0,[],[],[1357 1286],[1125 1125],[4 18],0,[],[],3,[16677 1392 12313],30,19,[]
517,0,[],[],[1265],[1321],[11],0,[],[],2,[7364 7626],23,11,[232]
517,1,[2751],[4132],[1246 1246 47],[593 591 1130],[0 26 12 24],0,[],[],0,[],13,10,[]
412,2,[1611 2390],[21 22],[375 375],[1249 1163],[7 18],0,[],[],3,[5112 2533 5362],11,1,[]
331,0,[],[],[0 0],[461 203],[13 12 24],0,[],[],4,[4028 4739 13701 293],20,7,[]
328,0,[],[],[1358 1358],[726 726],[13 12 26 11],0,[],[],2,[4089 5678],16,0,[624]
328,1,[0],[5108],[1255 294],[1323 475],[4 24],0,[],[],1,[17353],29,0,[550]
418,0,[],[],[1482 0],[793 793],[4 18],0,[],[],0,[],7,5,[180]
340,2,[1896 1896],[86 5541],[1248 1248],[979 978],[0 23 5 13 11],1,[939],[811],0,[],5,5,[346]
331,1,[0],[599],[1357 1358],[250 822],[8 5 13 12 26 11],0,[],[],3,[17672 11039 11684],12,0,[]
418,0,[],[],[1538 1255],[750 737],[13 12 24],0,[],[],4,[6926 13883 2826 8702],8,10,[]
324,0,[],[],[1287 748],[439 439],[13 12 26 11],0,[],[],2,[8323 6409],8,8,[]
418,0,[],[],[1538 1740 1538],[203 203 203],[12 25 24],3,[95 590 590],[583 577 594],3,[8069 6239 1901],19,10,[232]
331,1,[1482],[4223],[1358 1357],[461 300],[13 12 18],0,[],[],3,[5689 1942 6416],24,0,[]
519,0,[],[],[219 1354],[750 1166],[13 12 18],0,[],[],3,[7379 8059 7367],11,12,[88]
328,1,[1491],[4495],[1357 1258],[1046 542],[5 13 12 26 11],0,[],[],3,[8324 17285 2329],28,2,[624]
