岗位ID,工作经历数量,社会经历数量,项目数量,技能数量,荣誉数量
519,0,0,2,5,7
519,1,0,3,0,5
328,0,0,3,36,5
518,0,2,3,0,9
518,1,0,2,13,3
516,0,0,1,0,18
516,1,0,3,4,4
518,0,0,3,15,4
430,2,4,2,3,30
516,3,0,3,9,13
519,1,1,2,3,16
418,1,0,2,24,11
519,1,0,1,21,9
516,1,0,6,12,5
519,1,0,0,10,6
412,2,2,2,0,12
340,2,2,2,8,14
418,0,0,3,24,8
418,1,0,1,39,0
331,0,0,4,19,5
418,0,1,3,33,15
519,0,0,3,19,6
328,0,0,1,50,16
418,0,0,2,14,10
418,2,0,2,14,4
340,3,1,2,4,7
418,0,0,3,25,6
518,1,0,1,15,8
342,0,1,1,36,0
328,0,0,2,28,5
519,0,0,2,10,0
412,1,0,0,10,0
406,1,1,3,29,12
412,0,1,0,16,5
328,1,0,2,9,6
519,0,0,3,10,13
519,0,0,0,7,15
328,0,0,2,7,13
342,1,0,0,43,10
331,1,0,2,11,2
519,1,0,1,11,3
517,0,0,3,31,13
328,0,0,4,11,2
418,0,0,2,46,2
517,1,3,3,11,2
516,1,0,2,22,13
517,0,0,2,18,14
516,0,0,1,27,7
418,0,1,1,15,9
519,0,0,2,6,10
418,2,0,1,19,0
517,1,0,5,13,3
418,0,0,3,24,3
417,3,0,1,24,4
406,3,2,7,2,12
418,0,0,2,13,3
519,0,1,3,41,9
331,1,0,2,18,0
328,1,0,1,34,0
418,0,0,3,35,11
516,0,2,4,9,20
516,2,0,7,14,2
516,1,1,4,11,9
418,0,0,2,14,0
418,0,0,2,26,2
519,2,0,5,6,6
518,1,1,2,12,7
412,2,2,1,13,3
516,0,0,3,8,12
417,4,2,0,4,9
412,1,5,2,14,0
412,0,3,0,5,22
418,1,0,2,15,10
519,1,1,1,8,13
340,2,1,1,8,14
430,1,1,1,10,4
516,0,0,2,5,4
519,1,0,4,0,8
519,0,0,3,2,15
519,2,0,0,12,10
412,3,1,0,6,0
347,0,4,0,21,13
516,2,0,2,15,4
518,0,1,2,10,6
517,1,0,3,6,14
418,0,0,2,22,1
412,0,0,0,8,0
331,1,0,1,17,0
344,1,0,3,11,10
328,1,0,2,38,0
418,1,0,4,19,4
328,1,0,2,9,9
342,0,0,1,39,3
324,1,0,3,0,1
516,0,0,5,7,0
328,0,0,1,36,8
418,1,0,1,7,11
328,1,0,2,4,0
418,1,0,1,37,9
331,0,0,2,27,8
519,1,0,3,22,8
328,1,0,2,24,12
324,1,0,0,10,6
418,0,0,3,21,0
328,0,0,3,44,6
516,1,0,1,5,13
430,2,3,0,5,9
519,0,0,4,6,3
519,0,0,3,7,4
518,1,0,4,20,8
328,1,0,2,0,0
328,1,0,0,33,4
516,0,0,5,8,0
517,3,0,3,1,8
340,3,0,2,5,7
516,2,0,2,0,9
516,1,0,2,7,2
418,0,0,3,0,11
519,1,1,0,9,2
519,1,1,3,5,8
328,0,0,1,7,3
331,1,0,2,6,5
328,1,1,2,31,0
412,6,0,0,9,11
418,2,0,3,18,4
418,0,2,4,17,6
418,2,1,2,17,3
417,2,3,0,4,5
518,0,0,2,16,16
418,1,0,2,30,12
430,2,0,0,6,6
331,0,0,3,14,11
516,1,0,1,8,11
324,2,0,4,4,21
418,0,2,1,6,9
324,1,1,2,19,4
406,1,0,7,53,3
516,1,0,2,6,11
517,2,1,4,0,11
519,2,0,5,13,6
517,0,0,4,34,11
418,0,0,2,34,10
418,1,0,1,17,4
516,1,0,2,20,15
516,1,0,3,4,4
328,0,1,3,15,4
328,2,0,3,6,0
344,2,0,4,5,8
417,3,0,2,7,6
342,0,0,2,4,0
516,3,0,1,6,7
342,5,0,1,6,12
519,1,0,0,18,15
328,0,0,2,12,0
342,0,3,1,14,5
412,3,0,1,0,2
418,0,0,3,13,0
516,0,0,2,18,11
427,1,3,2,0,5
519,0,0,1,2,10
519,1,0,2,11,16
412,2,2,0,20,0
328,0,0,2,23,12
331,0,1,1,14,10
516,0,0,3,4,0
516,1,0,2,13,15
418,1,0,1,16,4
328,0,0,4,10,13
516,1,0,3,13,8
328,0,0,2,18,6
324,1,0,4,0,27
340,2,0,2,11,6
412,2,3,0,8,1
328,0,4,4,6,18
328,0,0,3,19,20
418,1,0,3,23,2
412,1,1,0,15,1
516,2,0,2,3,17
418,0,2,3,7,11
328,0,0,2,4,0
418,0,0,2,26,0
418,0,0,3,14,9
418,1,1,2,32,8
418,2,0,1,8,9
328,0,2,0,4,7
331,2,1,2,9,6
328,0,0,4,32,10
516,2,2,1,5,11
412,0,3,0,8,1
412,0,0,3,2,6
328,1,0,1,36,4
342,1,0,3,13,12
417,3,0,2,4,9
418,0,0,2,28,0
406,0,0,1,13,4
328,0,0,3,11,5
328,0,0,3,0,4
347,2,0,2,0,9
418,0,1,3,29,6
328,0,1,1,21,1
412,2,3,2,6,4
517,0,0,2,22,4
412,0,1,1,23,12
328,0,0,0,41,0
418,0,0,2,21,11
328,0,0,3,14,10
519,1,0,0,8,7
328,0,0,4,7,0
518,0,0,2,16,6
418,0,0,1,27,3
517,0,5,1,7,6
417,2,2,0,7,0
516,2,0,2,3,0
418,1,0,3,0,19
418,0,2,2,16,6
328,1,0,2,7,0
427,3,0,0,11,16
412,2,0,4,2,21
412,2,1,0,11,5
418,1,1,0,58,5
347,2,0,0,19,0
332,0,0,3,10,4
418,0,0,2,38,1
519,2,0,6,17,10
517,1,0,1,0,6
418,2,0,5,31,12
516,0,0,6,14,21
331,1,0,2,8,0
342,1,0,0,24,9
328,1,0,2,7,0
516,1,0,0,15,10
418,0,0,2,21,10
347,4,1,3,16,2
328,1,0,4,16,5
517,0,0,2,9,13
418,1,0,2,46,6
328,2,0,4,4,6
519,0,0,2,23,4
517,0,0,3,26,14
418,0,0,1,24,0
342,2,1,2,9,8
418,0,0,2,17,0
418,1,0,2,22,8
518,1,0,2,37,12
328,0,0,4,3,4
328,0,0,2,17,3
328,0,0,3,25,6
519,1,0,4,11,4
418,0,0,2,6,7
519,2,0,3,23,5
331,0,0,3,33,8
519,1,0,4,6,3
418,0,0,2,30,6
418,0,0,1,41,4
517,1,0,2,11,5
417,5,0,0,5,3
519,0,0,2,6,10
418,0,0,2,14,5
518,1,0,3,5,13
418,1,0,1,24,5
328,0,2,3,3,7
418,1,0,1,33,3
518,2,0,3,6,1
517,1,0,1,12,6
418,1,0,2,22,8
418,1,0,4,15,6
328,0,0,0,9,0
418,0,0,2,46,6
417,4,2,0,3,5
519,1,0,6,15,3
418,0,0,2,42,0
418,0,0,2,22,8
342,1,2,0,12,14
344,4,0,4,9,4
519,0,0,1,5,7
430,2,4,0,6,0
412,0,0,4,7,8
517,1,0,2,6,9
519,0,0,2,5,6
518,0,0,3,8,9
418,1,0,3,14,6
418,0,0,2,12,0
430,3,0,1,0,3
519,0,0,3,25,4
517,1,0,1,31,9
324,0,1,3,8,20
418,0,0,3,67,8
328,0,0,4,13,20
519,0,0,4,28,3
328,3,1,3,10,2
418,0,0,2,36,7
342,1,0,2,14,12
418,1,1,2,27,3
344,0,2,0,19,4
328,0,0,0,34,4
519,1,3,3,4,10
517,0,0,2,4,11
328,5,5,11,39,41
418,1,0,2,46,17
517,3,0,0,10,11
519,0,0,5,28,2
518,0,0,3,25,12
427,0,2,1,15,5
519,1,0,1,9,0
324,1,2,5,12,2
344,3,0,0,13,0
519,0,0,2,16,4
519,1,0,3,23,0
519,1,1,3,9,10
519,2,0,2,11,16
517,0,0,2,16,7
517,1,0,2,10,2
328,0,0,4,3,7
519,0,1,3,19,9
516,2,0,2,0,1
328,1,0,2,35,6
418,0,0,2,11,4
331,1,1,2,13,3
418,0,0,4,36,4
418,0,0,2,2,14
347,6,0,0,23,11
328,0,0,4,11,0
418,1,0,2,20,8
517,0,0,0,24,13
328,0,0,1,25,8
335,0,0,3,0,11
418,2,0,1,15,4
418,0,0,3,25,8
324,0,0,2,33,13
328,1,0,2,24,12
331,0,0,2,12,2
412,7,3,1,2,9
418,1,0,3,17,9
328,1,1,4,20,11
326,0,0,2,13,4
418,1,0,3,14,4
418,1,0,0,28,2
328,1,0,4,21,6
518,1,0,4,22,0
418,0,0,2,35,11
519,0,0,3,14,10
418,1,0,2,31,8
519,2,0,3,25,18
331,1,0,2,19,0
430,2,1,2,7,0
517,1,0,1,21,9
519,1,0,1,0,13
328,0,0,2,48,7
519,0,0,6,16,14
517,1,0,5,7,15
519,0,0,3,6,14
418,0,0,3,18,0
328,0,1,4,3,4
427,2,0,0,16,3
516,0,0,2,31,9
517,0,0,5,36,7
417,0,2,4,3,8
519,0,0,1,4,3
517,1,0,5,6,14
418,0,0,1,28,15
412,2,0,2,3,5
418,0,0,2,19,5
412,2,0,0,4,2
342,0,0,2,17,2
519,1,0,2,13,7
328,0,0,1,31,0
418,2,0,3,32,14
331,0,0,2,19,17
418,0,0,1,24,9
517,1,1,1,10,11
430,4,1,2,21,0
418,0,0,2,35,9
518,2,0,1,23,12
516,0,0,4,4,2
328,0,0,4,20,4
342,0,0,2,18,8
331,1,0,0,31,1
418,1,0,3,16,12
418,2,0,4,13,3
519,0,0,3,14,10
516,1,0,3,7,8
418,1,0,3,32,0
430,0,0,0,0,0
519,0,0,2,11,12
418,1,0,6,12,11
418,0,0,4,29,7
418,0,0,3,8,14
519,0,0,3,14,4
519,0,0,2,3,6
516,1,0,2,8,0
418,1,0,3,34,10
519,2,0,5,20,16
516,0,0,2,52,8
518,1,0,2,8,0
519,2,0,2,0,9
340,2,0,3,5,6
517,0,0,2,5,19
418,0,0,3,20,0
417,2,0,3,13,3
332,0,0,4,8,10
418,0,0,2,25,9
516,0,0,2,30,0
516,1,0,4,3,11
418,1,0,2,23,7
519,0,0,2,3,5
417,3,0,0,5,12
517,2,0,2,11,10
418,1,0,1,20,3
342,2,0,2,2,4
519,1,0,4,12,7
430,2,1,1,10,12
344,1,1,3,4,3
326,0,0,2,7,22
418,0,0,3,27,7
326,0,0,3,5,5
328,0,0,1,58,7
328,0,0,2,30,0
328,1,0,1,11,12
418,1,0,2,80,4
519,1,0,6,8,2
418,0,0,2,11,15
516,1,0,3,13,10
331,0,0,3,18,5
516,1,0,0,5,0
517,0,0,4,14,0
418,0,2,2,29,7
430,2,0,3,6,9
519,2,0,2,23,13
417,2,3,0,3,5
418,0,0,3,19,14
328,2,0,2,35,8
519,1,0,1,11,2
519,1,0,1,11,10
331,1,0,2,34,4
516,0,0,4,6,3
340,5,1,4,13,11
418,0,0,2,31,2
518,2,1,2,4,0
418,1,0,1,11,2
418,0,0,1,18,12
418,1,0,2,28,4
518,0,0,4,4,27
418,0,0,3,19,15
326,0,0,2,13,13
418,0,3,3,30,5
328,0,1,3,3,8
518,1,0,3,3,4
412,3,0,0,8,0
417,2,0,0,0,2
342,0,0,2,22,14
328,1,0,3,7,0
328,0,0,3,4,5
516,1,0,4,15,3
418,0,0,5,13,16
418,4,0,0,13,2
519,0,0,4,31,16
418,0,0,3,18,8
332,0,0,0,22,12
342,1,0,0,28,0
331,0,0,3,19,3
335,0,0,1,9,4
418,0,0,6,10,0
406,1,0,4,18,13
418,0,0,1,17,2
516,1,0,3,14,2
331,1,0,3,22,12
519,0,0,5,12,15
342,0,0,5,4,11
328,0,0,2,23,8
332,0,0,2,12,27
518,2,0,0,40,7
328,0,0,3,19,15
328,0,0,2,21,2
517,0,0,2,11,12
328,0,0,4,27,10
519,0,0,0,14,4
418,0,0,3,12,5
412,1,1,1,17,8
430,2,0,2,20,2
328,1,0,2,29,0
328,0,0,2,7,8
340,3,2,2,13,10
519,1,0,3,11,4
519,0,0,4,0,16
518,1,0,5,2,0
412,0,2,3,24,13
518,2,0,0,12,20
328,0,0,2,16,6
519,0,0,3,0,2
418,0,0,2,33,6
328,0,1,5,22,19
328,0,0,4,38,16
519,1,0,3,0,0
328,0,0,2,28,8
418,0,0,1,41,0
418,0,0,2,29,9
427,2,1,0,4,8
331,3,4,2,0,10
519,0,0,2,6,12
328,0,0,3,33,4
412,3,0,2,8,0
519,0,1,2,0,7
519,0,0,3,14,22
516,2,0,2,19,0
328,2,0,2,14,5
519,0,0,3,4,2
516,1,0,3,15,18
328,0,0,2,10,10
418,1,0,0,32,0
331,0,0,1,40,0
418,0,0,1,29,0
328,0,1,2,10,0
324,0,0,1,10,18
418,0,0,2,41,5
418,0,0,3,30,2
328,0,0,2,15,0
519,0,0,4,0,7
517,1,0,3,12,5
519,1,0,3,11,0
517,0,2,5,28,24
519,1,0,2,1,8
418,0,0,2,30,11
518,0,0,3,16,9
328,1,0,3,26,5
418,0,0,2,42,13
519,0,0,2,9,7
517,0,0,4,9,34
331,2,0,2,26,0
519,0,4,4,14,16
328,0,0,3,32,7
328,0,0,1,19,14
328,1,0,0,24,19
328,0,0,2,15,13
328,1,0,1,27,7
328,0,0,4,30,6
331,2,0,3,12,0
328,0,0,2,14,3
417,0,0,1,49,2
417,3,0,0,4,12
430,2,0,4,0,16
418,1,0,0,8,7
418,0,0,2,41,8
418,0,0,3,22,11
517,2,0,4,0,2
342,2,0,3,17,12
418,1,0,2,22,3
342,1,0,1,19,0
342,3,0,2,5,7
328,1,0,4,18,8
518,0,0,4,31,5
332,0,0,2,12,4
412,3,0,2,3,6
328,2,0,1,26,13
516,0,0,0,5,5
418,0,0,2,32,4
418,0,0,2,10,4
519,0,0,5,8,13
516,1,0,3,19,2
418,1,3,2,7,8
418,0,0,2,23,0
417,2,3,3,9,6
519,2,2,0,15,10
418,0,0,3,30,5
418,0,1,2,16,6
518,0,0,3,3,7
430,2,4,1,11,7
517,1,0,2,2,5
340,5,2,0,11,0
427,2,2,0,5,5
328,1,0,3,6,0
331,0,0,0,20,3
418,0,0,2,25,6
516,1,0,0,7,23
328,2,1,2,9,8
342,0,1,2,7,3
328,0,0,4,19,0
412,3,2,2,4,0
517,0,0,2,12,2
518,0,0,0,15,7
516,0,0,2,0,8
430,2,2,0,8,0
430,2,1,3,4,0
518,0,0,2,52,0
340,2,1,1,10,4
430,2,4,0,4,0
328,0,0,4,8,13
328,0,0,2,6,6
519,0,2,1,4,24
328,0,0,1,12,8
427,3,1,0,7,17
518,2,0,1,23,12
328,0,0,2,29,3
328,0,0,2,34,5
519,1,0,3,10,11
418,0,0,3,15,12
516,1,0,2,3,16
418,1,0,1,4,0
331,0,0,5,1,7
340,1,1,1,12,0
328,0,0,2,39,3
328,0,0,1,16,0
328,0,4,0,11,20
519,0,1,2,8,5
516,0,0,2,11,4
418,2,1,2,58,15
519,0,0,3,12,3
326,1,0,2,14,0
328,0,0,2,34,19
517,1,0,1,7,8
519,2,0,3,16,10
412,4,0,0,9,7
430,3,1,0,0,8
418,1,0,3,51,2
517,2,0,2,20,11
406,1,0,3,0,9
328,1,0,2,41,9
418,0,0,2,47,11
340,2,4,0,15,11
418,0,0,3,28,0
406,0,0,5,28,18
342,1,1,3,10,11
328,1,0,5,11,0
324,0,0,3,30,6
347,2,1,0,19,4
340,2,0,0,6,6
418,3,1,0,22,0
328,0,0,2,4,1
418,0,1,3,16,7
430,2,2,0,5,3
516,0,0,3,0,0
516,2,0,0,3,7
516,1,0,3,29,16
417,2,0,0,3,2
328,0,0,0,18,3
516,0,0,1,7,0
517,0,0,3,14,0
332,0,0,3,31,17
519,0,1,2,31,15
418,0,1,2,28,8
516,1,0,0,6,10
418,1,0,6,0,2
518,1,0,2,27,10
518,3,2,7,2,12
517,1,1,2,17,5
519,0,1,5,13,9
519,2,0,1,0,18
417,0,3,3,6,11
516,0,0,4,7,18
417,2,0,2,5,17
328,0,1,7,60,24
517,0,0,3,13,3
518,0,0,3,9,8
418,0,0,3,27,7
418,0,0,2,10,8
342,1,1,3,13,1
516,0,0,3,12,5
417,4,0,1,16,0
326,0,0,3,46,16
517,2,0,1,0,0
328,0,0,3,4,6
328,1,0,3,28,6
331,1,0,2,24,2
418,3,3,3,3,12
328,0,0,2,26,6
412,4,0,2,3,4
331,0,0,1,22,0
418,0,1,3,18,8
516,1,0,3,3,9
340,1,0,3,24,12
328,0,3,2,20,10
340,4,0,2,0,0
418,0,0,3,25,2
418,1,0,2,5,2
331,0,0,2,13,0
418,1,0,2,18,6
347,3,0,0,30,5
328,1,1,2,8,4
517,0,0,5,8,9
516,1,0,2,11,7
517,0,0,3,15,10
328,0,0,3,12,16
418,0,0,2,21,7
328,2,0,2,17,7
519,1,0,3,12,9
331,1,0,1,48,2
418,1,0,0,5,5
328,0,0,3,36,8
418,0,0,2,29,8
517,3,0,4,30,0
412,2,1,2,5,2
516,0,0,2,12,7
331,2,0,2,23,0
418,0,0,1,20,2
418,0,0,2,23,2
418,1,0,4,22,12
406,0,0,1,19,4
519,1,0,3,4,7
519,0,0,4,18,8
517,1,0,2,12,6
418,0,0,2,36,7
517,1,0,2,18,0
517,0,1,4,15,17
519,0,0,1,12,1
516,0,0,2,20,6
406,3,1,8,34,7
519,1,0,2,15,10
516,1,0,3,19,7
418,0,0,1,6,0
516,1,1,1,11,12
430,2,0,2,0,9
328,0,0,7,38,15
331,0,3,2,18,11
328,2,0,2,37,0
519,2,1,4,10,0
517,0,0,4,6,4
430,2,3,0,0,10
519,0,0,5,19,15
417,2,0,1,7,12
519,0,0,2,15,3
516,1,0,3,7,1
328,0,0,2,47,11
332,0,0,8,12,11
517,0,2,1,14,12
340,2,1,0,8,19
418,0,0,2,24,11
418,2,0,0,15,12
516,1,1,0,18,9
519,0,1,5,27,11
418,2,0,2,31,6
519,1,4,1,9,3
418,0,0,3,28,0
328,0,0,3,14,3
328,0,0,2,47,0
516,2,0,3,5,0
328,0,2,3,31,8
516,0,0,2,0,0
519,1,0,6,5,16
412,1,3,2,11,0
328,0,0,1,19,7
328,0,0,2,6,11
430,3,0,2,7,17
430,2,2,2,14,18
518,1,0,3,28,5
331,0,0,1,29,10
519,0,0,3,10,6
412,5,1,0,4,8
332,1,0,3,55,0
328,1,0,2,2,7
328,2,0,3,10,4
517,0,0,2,6,7
328,0,0,2,23,10
430,3,0,1,4,5
328,1,0,2,18,6
412,1,0,0,10,16
412,2,1,1,4,0
328,2,0,4,9,0
519,0,0,1,11,15
418,0,0,1,21,4
418,1,0,3,10,8
418,0,0,2,9,26
516,1,0,5,10,14
516,0,0,5,21,11
430,2,4,1,11,7
519,4,0,4,13,9
418,0,0,0,45,5
517,1,3,3,3,7
326,0,0,2,25,10
517,2,1,7,0,7
324,1,0,2,3,6
347,0,0,1,5,0
418,0,0,2,61,5
328,1,0,1,26,6
518,0,3,2,21,7
331,1,0,2,16,2
418,0,0,3,26,2
418,3,0,5,24,22
418,0,0,3,22,4
516,2,0,0,0,10
519,0,4,2,2,20
328,1,1,1,9,1
328,0,0,2,23,4
331,1,0,4,27,5
328,1,0,2,10,14
418,0,0,2,16,12
519,0,3,2,0,11
328,0,0,5,8,16
430,1,2,0,8,14
417,3,3,2,6,6
417,5,2,0,5,0
418,1,0,2,35,4
418,1,0,3,30,10
328,0,0,3,14,15
418,0,0,3,23,5
418,2,0,2,15,0
418,0,0,1,26,2
418,1,0,3,18,2
517,0,0,2,21,7
418,1,0,2,40,10
519,1,0,3,5,12
418,0,0,2,25,4
517,0,0,5,10,0
412,4,1,2,11,15
412,3,0,0,0,10
328,0,0,2,29,14
328,0,0,2,18,8
328,0,0,2,30,10
417,6,0,0,3,11
328,0,2,2,26,12
324,1,0,3,27,19
418,1,0,0,11,6
519,2,0,2,0,13
328,0,0,3,38,11
418,0,0,4,15,6
412,5,0,0,13,11
516,1,1,2,12,2
517,2,0,3,27,4
427,2,0,2,11,6
519,1,0,3,30,10
344,2,1,3,6,8
418,0,0,1,16,5
418,0,0,3,26,8
519,2,0,4,14,6
517,0,0,5,22,8
342,1,0,2,20,6
328,1,0,2,14,4
418,0,0,3,14,4
418,1,0,1,13,4
516,0,0,1,4,0
417,2,1,1,4,0
340,2,0,4,9,11
516,1,0,2,3,15
519,1,0,4,24,0
418,1,0,2,16,2
418,0,0,3,18,10
418,0,0,3,40,9
418,0,0,2,30,7
328,1,0,2,12,3
328,1,0,5,14,37
418,1,0,2,25,0
418,2,0,2,47,4
517,1,0,0,5,16
519,1,0,1,5,4
326,1,0,1,19,34
342,0,0,3,30,4
418,2,0,1,46,8
412,0,2,2,5,14
418,0,2,2,21,12
516,4,0,6,0,9
517,0,5,1,42,1
418,0,1,2,33,0
517,1,0,0,12,15
418,1,0,2,33,4
418,0,0,2,31,3
342,1,0,1,52,8
519,1,0,5,15,3
417,4,2,2,10,8
519,3,0,3,3,0
328,1,0,3,13,0
335,0,0,4,29,2
516,0,0,6,14,21
418,2,0,2,24,4
328,0,0,2,16,6
418,0,0,1,60,0
418,0,0,2,30,9
519,0,0,3,17,8
418,1,0,3,17,8
517,0,0,7,2,19
418,0,0,3,19,12
328,0,0,4,30,17
430,1,3,0,14,3
418,0,0,1,27,11
427,3,2,1,0,9
331,1,0,2,27,9
328,0,0,2,19,8
517,3,0,3,16,8
328,0,0,3,30,10
518,0,0,1,6,6
340,3,0,1,10,0
326,0,0,2,8,7
519,4,0,4,13,19
418,0,0,1,31,7
326,1,0,3,30,10
328,3,0,1,7,10
516,0,0,5,0,7
328,0,0,3,8,7
328,0,0,3,31,0
412,1,1,1,11,2
406,0,0,3,3,4
517,1,0,1,24,21
516,2,0,2,12,6
418,1,0,3,44,6
347,2,0,0,17,3
417,4,0,2,12,7
418,0,0,3,25,0
342,0,0,3,14,5
412,4,2,0,7,22
418,2,0,0,56,13
517,1,0,0,17,10
418,0,0,2,18,9
331,2,0,1,16,5
328,0,0,4,14,12
412,3,0,1,0,8
519,0,1,0,8,5
519,1,0,9,4,11
417,1,1,0,13,6
519,2,0,2,8,4
347,3,0,1,23,3
516,1,0,0,0,7
340,1,1,0,5,6
517,0,0,1,10,5
412,3,0,2,7,4
331,0,0,3,7,3
418,0,0,4,5,0
418,1,0,2,21,8
328,1,1,1,9,4
519,1,0,2,5,10
328,1,4,2,99,10
331,2,0,2,12,0
412,1,3,0,11,4
518,0,0,1,4,1
324,1,0,1,24,3
340,3,0,2,4,7
430,3,2,2,0,7
412,2,3,0,9,1
518,0,1,1,12,0
518,0,0,2,11,10
418,1,1,3,13,0
418,1,0,1,37,0
418,0,0,1,21,4
418,0,0,2,49,10
418,0,0,3,29,0
418,1,1,3,21,2
328,1,0,2,20,0
418,1,0,4,22,1
516,0,0,4,4,5
331,0,0,3,26,9
331,0,0,2,21,12
324,1,0,0,22,0
335,0,1,2,38,7
347,2,2,6,0,0
331,0,0,1,19,4
342,0,0,3,16,2
328,2,0,1,30,0
418,2,0,3,57,4
328,1,0,3,21,6
412,5,2,0,0,6
418,1,0,1,10,15
516,1,0,1,9,4
328,1,0,3,16,19
516,2,0,4,0,12
328,1,0,2,6,4
519,0,0,2,4,0
340,3,1,2,7,14
519,2,2,3,4,5
328,0,0,4,6,7
517,0,0,2,12,7
418,0,0,2,26,4
328,0,0,3,15,4
519,0,0,4,5,10
328,1,0,1,24,5
328,1,0,3,44,2
418,0,0,4,35,2
516,1,1,2,4,11
516,1,0,5,0,10
517,1,0,3,9,2
516,2,0,1,5,23
328,1,0,5,5,7
516,0,2,3,13,23
328,1,0,0,2,8
328,1,0,4,40,16
519,0,0,1,19,14
331,0,1,3,17,5
328,0,0,3,23,4
519,0,0,2,8,6
412,2,0,3,11,6
418,0,0,3,4,0
328,0,0,3,28,26
417,2,0,1,24,2
519,1,0,1,0,0
519,1,0,1,10,14
418,1,0,2,45,11
516,2,0,2,3,9
418,1,0,1,17,9
418,1,0,1,35,4
418,2,0,1,15,0
519,1,0,3,7,4
328,0,0,3,27,5
331,0,1,2,15,8
342,4,0,2,15,0
418,0,0,3,41,4
328,0,0,1,11,12
519,1,0,4,15,7
418,1,0,2,14,10
328,0,1,2,15,4
516,0,0,1,0,7
342,0,0,3,15,11
412,3,1,0,9,1
418,0,1,3,21,6
518,1,0,4,21,3
516,2,0,2,0,1
331,1,4,3,20,14
518,0,0,1,18,15
347,3,0,0,8,0
418,0,0,2,41,2
418,1,0,1,27,6
519,0,0,9,18,23
340,3,2,3,3,8
519,0,1,3,0,17
418,1,0,2,29,4
340,4,0,2,17,0
406,2,0,5,4,10
518,2,0,1,5,1
417,3,0,0,10,10
418,1,2,4,55,6
328,0,0,2,25,4
417,4,0,2,7,15
519,1,0,3,5,17
331,0,1,2,29,2
517,0,0,2,12,0
519,0,0,1,11,7
328,0,0,3,17,7
516,0,0,0,0,0
519,1,0,2,5,5
331,0,0,1,19,4
328,0,0,3,27,2
412,3,2,0,4,14
417,3,0,1,14,5
518,2,0,2,31,8
418,0,0,2,60,0
417,4,0,0,8,7
331,0,1,0,0,9
412,2,2,0,1,3
516,1,0,4,0,0
418,1,1,1,28,0
328,0,0,2,11,18
342,3,0,6,0,2
418,1,0,1,37,17
516,2,0,7,1,0
418,0,0,4,21,8
519,2,0,1,26,8
417,2,0,0,6,0
417,4,0,3,7,0
518,1,0,2,37,12
328,0,0,3,24,2
412,1,4,0,15,6
326,0,0,3,26,0
340,3,0,0,17,9
417,1,1,3,4,8
331,1,0,2,20,3
412,0,2,0,15,5
418,1,0,2,22,5
331,1,0,4,7,11
418,1,1,3,14,10
519,0,1,2,24,20
418,1,0,2,36,3
517,1,0,2,25,5
331,1,0,1,16,0
516,0,0,5,16,16
412,4,1,1,5,6
517,1,0,4,9,13
326,2,0,1,6,8
324,2,0,2,0,6
418,0,0,2,35,12
328,2,1,3,2,2
418,0,0,2,34,10
417,2,3,0,5,2
519,1,0,1,4,4
519,1,0,1,0,66
418,1,0,2,0,2
516,1,0,3,16,16
418,1,0,2,21,16
331,0,0,2,7,7
516,1,1,2,15,9
324,0,0,3,20,10
517,0,0,3,20,8
328,0,0,2,19,6
326,0,0,0,10,0
342,4,0,3,7,11
328,2,0,3,0,15
519,2,0,2,11,13
517,1,0,10,12,4
519,1,2,2,5,8
418,1,0,2,28,0
418,0,0,2,36,5
417,3,3,0,7,8
516,0,0,3,25,10
430,2,1,0,0,9
519,2,0,2,8,4
326,0,0,3,18,2
517,0,0,0,11,4
418,0,0,2,37,0
331,0,0,3,34,18
418,0,0,2,14,9
518,0,0,2,16,9
347,2,0,4,6,0
418,0,0,3,13,4
516,0,0,8,17,4
328,0,0,2,34,0
418,1,0,1,21,3
328,1,0,1,30,14
328,0,0,2,27,8
519,1,0,3,14,18
328,1,0,2,12,5
328,0,0,3,30,2
518,2,0,2,8,10
412,4,2,0,4,0
328,2,0,0,29,4
418,0,0,3,15,14
331,1,0,2,38,4
328,2,0,0,26,9
328,0,0,2,6,6
328,0,0,6,4,2
518,1,0,2,7,9
342,2,0,3,13,3
328,1,0,3,74,16
418,1,0,2,10,6
331,1,0,2,21,12
418,0,0,1,14,4
418,1,0,0,17,8
516,0,0,1,3,5
517,0,0,2,72,0
328,0,0,2,9,6
331,3,0,3,7,1
340,2,4,0,26,2
417,3,1,0,3,13
328,1,0,2,12,9
517,0,0,2,0,0
430,5,3,0,5,12
519,0,0,2,6,15
518,1,0,3,5,13
519,0,0,2,0,10
418,1,0,2,14,4
516,1,0,1,8,18
418,2,0,3,10,10
517,1,0,0,3,8
516,0,0,3,23,8
332,0,1,3,15,4
519,1,1,2,22,38
418,0,0,2,33,7
328,1,0,1,10,6
418,0,0,2,5,14
519,1,0,1,0,12
331,1,0,2,20,10
412,7,3,3,15,9
326,0,0,4,26,10
418,1,0,2,29,8
418,1,0,2,39,5
328,1,1,3,30,15
328,0,0,3,26,9
418,0,0,3,21,10
347,2,0,2,19,4
430,3,1,0,1,8
328,0,0,2,10,5
517,0,0,5,0,0
519,0,0,2,10,7
418,1,0,2,12,6
418,0,0,3,4,10
332,0,0,4,40,16
519,0,0,8,14,13
342,1,0,2,10,7
418,2,1,2,14,17
516,3,0,4,0,9
342,2,0,3,7,6
